loanID,accountPayID,loan,reason,job,yoj,createDate,expire,period,rate,status,bad,paymentDate
917,2843848429,3389706,homeimp,mgr,25,2024-09-12 20:47:00,2025-09-12 20:47:00,twelve month,6.0,accept,,
918,6496913603,17512556,homeimp,self,3,2024-09-12 20:48:00,2027-03-12 20:48:00,thirty month,16.0,reject,,
919,3960086839,18195840,homeimp,self,30,2024-09-12 20:49:00,2025-03-12 20:49:00,six month,3.0,accept,,
920,6303485293,44075738,homeimp,profexe,14,2024-09-12 20:50:00,2028-03-12 20:50:00,forty-two month,22.0,reject,,
921,7976125545,10447457,homeimp,sales,7,2024-09-12 20:51:00,2029-03-12 20:51:00,fifty-four month,28.0,reject,,
922,2843848429,25759689,debtcon,self,1,2024-09-12 20:52:00,2027-09-12 20:52:00,thirty-six month,19.0,accept,,
923,6496913603,11641120,debtcon,other,17,2024-09-12 20:53:00,2029-03-12 20:53:00,fifty-four month,28.0,reject,,
924,5920548482,12923790,debtcon,mgr,3,2024-09-12 20:54:00,2027-09-12 20:54:00,thirty-six month,19.0,accept,,
925,1333924038,10067497,homeimp,profexe,28,2024-09-12 20:55:00,2029-09-12 20:55:00,sixty month,30.0,accept,,
926,3960086839,28767278,debtcon,office,33,2024-09-12 20:56:00,2026-09-12 20:56:00,twenty-four month,13.0,accept,,
927,1333924038,25219426,homeimp,sales,6,2024-09-12 20:57:00,2029-09-12 20:57:00,sixty month,30.0,reject,,
928,5920548482,4285442,homeimp,sales,38,2024-09-12 20:58:00,2027-09-12 20:58:00,thirty-six month,19.0,reject,,
929,1333924038,5269541,debtcon,other,33,2024-09-12 20:59:00,2025-03-12 20:59:00,six month,3.0,reject,,
930,2843848429,37225251,debtcon,mgr,7,2024-09-12 21:00:00,2028-09-12 21:00:00,forty-eight month,25.0,accept,,
931,9274922399,31280315,debtcon,mgr,40,2024-09-12 21:01:00,2025-09-12 21:01:00,twelve month,6.0,accept,,
932,2843848429,1210352,debtcon,mgr,30,2024-09-12 21:02:00,2029-03-12 21:02:00,fifty-four month,28.0,,,
933,6496913603,11818287,homeimp,profexe,20,2024-09-12 21:03:00,2028-03-12 21:03:00,forty-two month,22.0,,,
934,7976125545,16965361,debtcon,mgr,10,2024-09-12 21:04:00,2024-10-12 21:04:00,one month,0.5,accept,,
935,2843848429,13473206,homeimp,profexe,4,2024-09-12 21:05:00,2026-09-12 21:05:00,twenty-four month,13.0,accept,,
936,3052928452,23606374,debtcon,mgr,24,2024-09-12 21:06:00,2027-03-12 21:06:00,thirty month,16.0,,,
937,7976125545,35075565,debtcon,self,28,2024-09-12 21:07:00,2029-09-12 21:07:00,sixty month,30.0,,,
938,9274922399,14151713,debtcon,profexe,20,2024-09-12 21:08:00,2028-03-12 21:08:00,forty-two month,22.0,accept,,
939,5920548482,14294953,debtcon,sales,28,2024-09-12 21:09:00,2025-03-12 21:09:00,six month,3.0,,,
940,5920548482,28420811,debtcon,mgr,31,2024-09-12 21:10:00,2026-09-12 21:10:00,twenty-four month,13.0,,,
941,3960086839,26164042,homeimp,other,32,2024-09-12 21:11:00,2028-03-12 21:11:00,forty-two month,22.0,accept,,
942,3960086839,11124832,debtcon,other,29,2024-09-12 21:12:00,2024-10-12 21:12:00,one month,0.5,reject,,
943,3960086839,45058136,debtcon,mgr,22,2024-09-12 21:13:00,2029-03-12 21:13:00,fifty-four month,28.0,reject,,
944,5920548482,44811153,homeimp,other,19,2024-09-12 21:14:00,2025-09-12 21:14:00,twelve month,6.0,,,
945,5920548482,17344936,homeimp,sales,22,2024-09-12 21:15:00,2028-03-12 21:15:00,forty-two month,22.0,,,
946,1333924038,8003697,debtcon,office,33,2024-09-12 21:16:00,2026-03-12 21:16:00,eighteen month,10.0,reject,,
947,2843848429,2342343,debtcon,office,4,2024-09-12 21:17:00,2026-09-12 21:17:00,twenty-four month,13.0,accept,,
948,3052928452,45894240,debtcon,mgr,13,2024-09-12 21:18:00,2026-09-12 21:18:00,twenty-four month,13.0,reject,,
949,8203283023,27622533,debtcon,office,13,2024-09-12 21:19:00,2028-03-12 21:19:00,forty-two month,22.0,,,
950,6496913603,20037410,debtcon,profexe,6,2024-09-12 21:20:00,2024-10-12 21:20:00,one month,0.5,reject,,
951,9274922399,30220426,homeimp,mgr,12,2024-09-12 21:21:00,2025-09-12 21:21:00,twelve month,6.0,,,
952,3052928452,39531052,debtcon,self,40,2024-09-12 21:22:00,2024-10-12 21:22:00,one month,0.5,accept,,
953,3960086839,31308031,homeimp,office,22,2024-09-12 21:23:00,2028-09-12 21:23:00,forty-eight month,25.0,reject,,
954,8203283023,18148707,debtcon,office,38,2024-09-12 21:24:00,2025-09-12 21:24:00,twelve month,6.0,reject,,
955,6303485293,9451730,debtcon,sales,38,2024-09-12 21:25:00,2024-10-12 21:25:00,one month,0.5,accept,,
956,5920548482,43510403,homeimp,profexe,19,2024-09-12 21:26:00,2028-09-12 21:26:00,forty-eight month,25.0,reject,,
957,1333924038,9791800,homeimp,mgr,39,2024-09-12 21:27:00,2024-10-12 21:27:00,one month,0.5,,,
958,1333924038,34662949,debtcon,profexe,5,2024-09-12 21:28:00,2029-03-12 21:28:00,fifty-four month,28.0,accept,,
959,3960086839,40460570,debtcon,profexe,33,2024-09-12 21:29:00,2026-03-12 21:29:00,eighteen month,10.0,,,
960,9274922399,12906680,homeimp,mgr,32,2024-09-12 21:30:00,2026-09-12 21:30:00,twenty-four month,13.0,accept,,
961,6496913603,16912898,homeimp,profexe,29,2024-09-12 21:31:00,2024-10-12 21:31:00,one month,0.5,,,
962,3960086839,26889320,homeimp,self,3,2024-09-12 21:32:00,2027-03-12 21:32:00,thirty month,16.0,reject,,
963,3960086839,18092817,homeimp,mgr,22,2024-09-12 21:33:00,2026-03-12 21:33:00,eighteen month,10.0,accept,,
964,3052928452,17957508,homeimp,other,6,2024-09-12 21:34:00,2029-03-12 21:34:00,fifty-four month,28.0,reject,,
965,3052928452,4420763,homeimp,sales,8,2024-09-12 21:35:00,2026-03-12 21:35:00,eighteen month,10.0,,,
966,6496913603,38001948,homeimp,other,13,2024-09-12 21:36:00,2028-09-12 21:36:00,forty-eight month,25.0,reject,,
967,9274922399,48464393,homeimp,other,22,2024-09-12 21:37:00,2028-09-12 21:37:00,forty-eight month,25.0,accept,,
968,7976125545,18789390,debtcon,other,24,2024-09-12 21:38:00,2029-03-12 21:38:00,fifty-four month,28.0,,,
969,6496913603,6418540,debtcon,sales,20,2024-09-12 21:39:00,2026-09-12 21:39:00,twenty-four month,13.0,accept,,
970,2843848429,32350581,debtcon,mgr,6,2024-09-12 21:40:00,2027-03-12 21:40:00,thirty month,16.0,reject,,
971,9274922399,40227423,homeimp,mgr,3,2024-09-12 21:41:00,2028-03-12 21:41:00,forty-two month,22.0,reject,,
972,6496913603,2261295,homeimp,other,20,2024-09-12 21:42:00,2026-09-12 21:42:00,twenty-four month,13.0,reject,,
973,6303485293,32704691,debtcon,office,30,2024-09-12 21:43:00,2028-03-12 21:43:00,forty-two month,22.0,,,
974,9274922399,25222909,debtcon,office,34,2024-09-12 21:44:00,2026-09-12 21:44:00,twenty-four month,13.0,,,
975,8203283023,44284225,debtcon,office,18,2024-09-12 21:45:00,2028-09-12 21:45:00,forty-eight month,25.0,accept,,
976,1333924038,20846531,debtcon,office,18,2024-09-12 21:46:00,2026-09-12 21:46:00,twenty-four month,13.0,accept,,
977,1333924038,30265372,debtcon,sales,24,2024-09-12 21:47:00,2029-09-12 21:47:00,sixty month,30.0,reject,,
978,2843848429,41155965,debtcon,office,34,2024-09-12 21:48:00,2025-09-12 21:48:00,twelve month,6.0,accept,,
979,3960086839,30808184,debtcon,mgr,32,2024-09-12 21:49:00,2026-03-12 21:49:00,eighteen month,10.0,,,
980,9274922399,26169467,debtcon,self,30,2024-09-12 21:50:00,2027-03-12 21:50:00,thirty month,16.0,,,
981,3052928452,21564195,homeimp,profexe,39,2024-09-12 21:51:00,2025-03-12 21:51:00,six month,3.0,accept,,
982,6496913603,24592402,debtcon,profexe,32,2024-09-12 21:52:00,2026-09-12 21:52:00,twenty-four month,13.0,reject,,
983,3960086839,6500124,homeimp,other,35,2024-09-12 21:53:00,2024-10-12 21:53:00,one month,0.5,accept,,
984,5920548482,16603345,debtcon,sales,25,2024-09-12 21:54:00,2028-03-12 21:54:00,forty-two month,22.0,accept,,
985,2843848429,29525867,homeimp,sales,12,2024-09-12 21:55:00,2027-09-12 21:55:00,thirty-six month,19.0,accept,,
986,1333924038,36552922,debtcon,mgr,14,2024-09-12 21:56:00,2028-09-12 21:56:00,forty-eight month,25.0,reject,,
987,9274922399,1488678,homeimp,office,37,2024-09-12 21:57:00,2026-09-12 21:57:00,twenty-four month,13.0,accept,,
988,1333924038,20055655,debtcon,office,34,2024-09-12 21:58:00,2029-03-12 21:58:00,fifty-four month,28.0,reject,,
989,8203283023,38604504,debtcon,sales,31,2024-09-12 21:59:00,2027-03-12 21:59:00,thirty month,16.0,reject,,
990,3960086839,11591940,debtcon,self,13,2024-09-12 22:00:00,2025-09-12 22:00:00,twelve month,6.0,accept,,
991,6496913603,33490795,homeimp,self,7,2024-09-12 22:01:00,2025-09-12 22:01:00,twelve month,6.0,,,
992,7976125545,42493483,debtcon,other,34,2024-09-12 22:02:00,2027-03-12 22:02:00,thirty month,16.0,accept,,
993,1333924038,48621795,debtcon,sales,9,2024-09-12 22:03:00,2024-10-12 22:03:00,one month,0.5,,,
994,6496913603,47255362,homeimp,self,12,2024-09-12 22:04:00,2029-03-12 22:04:00,fifty-four month,28.0,reject,,
995,5920548482,37002175,debtcon,self,6,2024-09-12 22:05:00,2026-09-12 22:05:00,twenty-four month,13.0,reject,,
996,6303485293,17833826,homeimp,office,25,2024-09-12 22:06:00,2028-03-12 22:06:00,forty-two month,22.0,,,
997,6303485293,15803237,homeimp,sales,15,2024-09-12 22:07:00,2029-03-12 22:07:00,fifty-four month,28.0,accept,,
998,7976125545,27730617,debtcon,mgr,26,2024-09-12 22:08:00,2027-09-12 22:08:00,thirty-six month,19.0,accept,,
999,6496913603,10582355,homeimp,other,10,2024-09-12 22:09:00,2029-03-12 22:09:00,fifty-four month,28.0,reject,,
1000,6303485293,40471577,debtcon,office,21,2024-09-12 22:10:00,2027-09-12 22:10:00,thirty-six month,19.0,accept,,
